wavelength_nm,sigma_sca_m2,sigma_abs_m2
1.345891783567134325e+03,8.422290747956076677e-16,2.082010655812803833e-16
1.349298597194388776e+03,8.333213178445952097e-16,2.059099289565930964e-16
1.352705410821643227e+03,8.245318836653362580e-16,2.036369845538997421e-16
1.356112224448897678e+03,8.158588801595329313e-16,2.013820102362569272e-16
1.359519038076152356e+03,8.073004505839865704e-16,1.991447874512515697e-16
1.362925851703406806e+03,7.988547727957330895e-16,1.969251011598188231e-16
1.366332665330661257e+03,7.905200585152797271e-16,1.947227397667470797e-16
1.369739478957915708e+03,7.822945526074207731e-16,1.925374950528292271e-16
1.373146292585170386e+03,7.741765323792568736e-16,1.903691621085183124e-16
1.376553106212424836e+03,7.661643068948535809e-16,1.882175392691804271e-16
1.379959919839679287e+03,7.582562163061934318e-16,1.860824280519541081e-16
1.383366733466933738e+03,7.504506311999442919e-16,1.839636330937996609e-16
1.386773547094188416e+03,7.427459519596382954e-16,1.818609620912085418e-16
1.390180360721442867e+03,7.351406081428797683e-16,1.797742257412390625e-16
1.393587174348697317e+03,7.276330578731525017e-16,1.777032376838065800e-16
1.396993987975951768e+03,7.202217872458924901e-16,1.756478144454220110e-16
1.400400801603206446e+03,7.129053097483897951e-16,1.736077753840375367e-16
1.403807615230460897e+03,7.056821656932764688e-16,1.715829426353825900e-16
1.407214428857715347e+03,6.985509216650911270e-16,1.695731410601694128e-16
1.410621242484969798e+03,6.915101699797481047e-16,1.675781981928335403e-16
1.414028056112224476e+03,6.845585281564334382e-16,1.655979441911840882e-16
1.417434869739478927e+03,6.776946384017315444e-16,1.636322117872577670e-16
1.420841683366733378e+03,6.709171671055983222e-16,1.616808362392028545e-16
1.424248496993987828e+03,6.642248043488867283e-16,1.597436552843848651e-16
1.427655310621242506e+03,6.576162634221394553e-16,1.578205090933042056e-16
1.431062124248496957e+03,6.510902803554066318e-16,1.559112402247244102e-16
1.434468937875751408e+03,6.446456134586905630e-16,1.540156935815893861e-16
1.437875751503005858e+03,6.382810428729337955e-16,1.521337163681272519e-16
1.441282565130260537e+03,6.319953701310561837e-16,1.502651580476989365e-16
1.444689378757514987e+03,6.257874177290124638e-16,1.484098703015630878e-16
1.448096192384769438e+03,6.196560287064753099e-16,1.465677069887372277e-16
1.451503006012023889e+03,6.136000662369163862e-16,1.447385241064399524e-16
1.454909819639278567e+03,6.076184132269682499e-16,1.429221797516109873e-16
1.458316633266533017e+03,6.017099719246383572e-16,1.411185340831073455e-16
